Participant,isSpeed,isCued,jitter,jitterLevel,cueDeflections,cueOrientation,targetOrientation,response,deviation,absoluteDeviation,RT,points
110,0,0,30,2,819,-999.0,2.4454,2.3582,-0.087191,0.087191,0.78671,189
110,0,0,45,3,819,-999.0,1.2997,0.89296,-0.40669,0.40669,1.3375,148
110,0,0,30,2,819,-999.0,1.4547,1.3227,-0.13202,0.13202,1.4938,183
110,0,0,15,1,819,-999.0,1.665,1.8634,0.19842,0.19842,0.91856,175
110,0,0,15,1,819,-999.0,1.972,1.9354,-0.036602,0.036602,0.66666,195
110,0,0,45,3,819,-999.0,1.0645,1.2373,0.17282,0.17282,1.2461,178
110,0,0,15,1,819,-999.0,1.1104,0.77385,-0.33651,0.33651,0.71985,157
110,0,0,45,3,819,-999.0,0.22429,0.85982,0.63553,0.63553,1.358,119
110,0,0,45,3,819,-999.0,2.8892,0.065125,0.31754,0.31754,1.4817,160
110,0,0,45,3,819,-999.0,1.722,2.3698,0.64784,0.64784,0.86318,118
110,0,0,30,2,819,-999.0,1.369,2.284,0.9149,0.9149,1.0349,84
110,0,0,45,3,819,-999.0,2.7479,0.56713,0.96083,0.96083,1.3325,78
110,0,0,30,2,819,-999.0,2.2974,2.342,0.044587,0.044587,0.93128,194
110,0,0,30,2,819,-999.0,2.1913,2.3018,0.11051,0.11051,0.79219,186
110,0,0,45,3,819,-999.0,1.1397,0.58865,-0.55104,0.55104,0.80959,130
110,0,0,15,1,819,-999.0,1.8618,1.5739,-0.28792,0.28792,0.9293,163
110,1,0,15,1,819,-999.0,0.24283,0.79444,0.5516,0.5516,0.84429,165
110,1,0,15,1,819,-999.0,1.1585,1.2023,0.043816,0.043816,0.53278,197
110,1,0,15,1,819,-999.0,2.1362,1.8671,-0.2691,0.2691,0.51335,183
110,1,0,30,2,819,-999.0,0.46007,2.4656,-1.1361,1.1361,0.42376,128
110,1,0,15,1,819,-999.0,1.1611,1.0212,-0.13999,0.13999,0.53657,191
110,1,0,15,1,819,-999.0,2.2524,2.4517,0.19928,0.19928,0.51041,187
110,1,0,15,1,819,-999.0,1.4438,1.1381,-0.30578,0.30578,0.4708,181
110,1,0,45,3,819,-999.0,2.9244,2.3118,-0.61255,0.61255,0.58271,161
110,1,0,45,3,819,-999.0,2.3051,1.9443,-0.36079,0.36079,0.54883,177
110,1,0,45,3,819,-999.0,1.892,2.1053,0.21336,0.21336,0.64028,186
110,1,0,30,2,819,-999.0,0.45394,0.94442,0.49049,0.49049,0.56415,169
110,1,0,45,3,819,-999.0,2.5423,2.0944,-0.44791,0.44791,0.54435,171
110,1,0,45,3,819,-999.0,2.6775,3.0615,0.38394,0.38394,0.66298,176
110,1,0,30,2,819,-999.0,2.7181,2.4355,-0.28257,0.28257,0.62051,182
110,1,0,30,2,819,-999.0,1.9516,2.0424,0.090755,0.090755,0.49091,194
110,1,0,15,1,819,-999.0,3.001,2.6722,-0.32881,0.32881,0.58864,179
110,1,0,45,3,819,-999.0,2.5981,1.8491,-0.74902,0.74902,0.93638,52
110,1,0,45,3,819,-999.0,2.1635,2.6299,0.46637,0.46637,0.63396,170
110,1,0,30,2,819,-999.0,1.9761,2.1262,0.15011,0.15011,0.68739,190
110,1,0,30,2,819,-999.0,0.32902,0.82124,0.49222,0.49222,0.94146,69
110,1,0,30,2,819,-999.0,1.8593,1.056,-0.8033,0.8033,0.82118,149
110,1,0,15,1,819,-999.0,2.9967,2.5392,-0.45749,0.45749,0.53831,171
110,1,0,45,3,819,-999.0,1.2167,0.9938,-0.22286,0.22286,0.56073,186
110,1,0,30,2,819,-999.0,2.6665,2.6927,0.026228,0.026228,0.49554,198
110,1,0,30,2,819,-999.0,0.63371,0.68371,0.050003,0.050003,0.69093,197
110,1,0,30,2,819,-999.0,1.9686,2.113,0.14436,0.14436,0.72896,191
110,1,0,30,2,819,-999.0,0.93287,1.2305,0.29763,0.29763,0.89639,81
110,1,0,45,3,819,-999.0,0.7144,1.1395,0.42507,0.42507,0.67131,173
110,1,0,45,3,819,-999.0,2.2706,2.5337,0.26309,0.26309,0.57081,183
110,1,0,45,3,819,-999.0,0.3879,1.1682,0.78029,0.78029,0.54671,150
110,1,0,30,2,819,-999.0,2.2504,2.247,-0.0034945,0.0034945,0.52087,200
110,1,0,30,2,819,-999.0,1.3855,0.97728,-0.40826,0.40826,0.67629,174
110,1,0,45,3,819,-999.0,2.8018,0.91859,1.2584,1.2584,0.88038,20
110,1,0,30,2,819,-999.0,3.0612,2.325,-0.73618,0.73618,0.81249,153
110,1,0,45,3,819,-999.0,1.6493,2.5035,0.85417,0.85417,0.78006,146
110,1,0,30,2,819,-999.0,2.6078,2.5807,-0.027121,0.027121,0.53909,198
110,1,0,15,1,819,-999.0,0.47049,0.66958,0.19909,0.19909,0.56957,187
110,1,0,45,3,819,-999.0,1.8693,2.5232,0.65391,0.65391,0.7784,158
110,1,0,45,3,819,-999.0,0.075995,0.76036,0.68436,0.68436,0.4491,156
110,1,0,15,1,819,-999.0,2.0834,2.2713,0.18791,0.18791,0.50758,188
110,1,0,45,3,819,-999.0,1.9239,2.4538,0.52992,0.52992,0.5446,166
110,1,0,15,1,819,-999.0,2.0847,2.1794,0.094712,0.094712,0.49779,194
110,1,0,15,1,819,-999.0,0.80883,1.0661,0.25724,0.25724,0.47895,184
110,1,0,15,1,819,-999.0,0.16868,0.39414,0.22546,0.22546,0.53944,186
110,1,0,15,1,819,-999.0,2.2673,2.2314,-0.035841,0.035841,0.54448,198
110,1,0,15,1,819,-999.0,0.04913,0.15193,0.1028,0.1028,0.57301,193
110,1,0,15,1,819,-999.0,2.5249,2.5641,0.039169,0.039169,0.54962,198
110,1,0,30,2,819,-999.0,0.054078,2.4565,-0.7392,0.7392,0.58976,153
110,0,0,45,3,819,-999.0,2.03,0.54532,-1.4846,1.4846,0.74112,11
110,0,0,15,1,819,-999.0,0.37974,0.87887,0.49914,0.49914,0.64263,136
110,0,0,45,3,819,-999.0,1.8491,1.9931,0.144,0.144,0.77114,182
110,0,0,45,3,819,-999.0,1.5756,1.6615,0.085845,0.085845,0.92354,189
110,0,0,15,1,819,-999.0,1.0409,0.88903,-0.15192,0.15192,0.66333,181
110,0,0,30,2,819,-999.0,0.17506,2.2208,-1.0959,1.0959,1.1745,60
110,0,0,45,3,819,-999.0,0.84826,0.67374,-0.17452,0.17452,1.0718,178
110,0,0,30,2,819,-999.0,0.92183,0.70428,-0.21755,0.21755,1.0296,172
110,0,0,30,2,819,-999.0,2.8152,2.7319,-0.083244,0.083244,1.439,189
110,0,0,15,1,819,-999.0,2.2704,2.33,0.059602,0.059602,0.77742,192
110,0,0,15,1,819,-999.0,1.6856,1.9562,0.27062,0.27062,0.81092,166
110,0,0,30,2,819,-999.0,2.7185,2.3088,-0.4097,0.4097,1.0485,148
110,0,0,15,1,819,-999.0,2.5817,2.8515,0.26987,0.26987,0.5832,166
110,0,0,30,2,819,-999.0,2.9763,2.4362,-0.54008,0.54008,1.5026,131
110,0,0,15,1,819,-999.0,3.1266,0.045423,0.060423,0.060423,1.1372,192
110,0,0,45,3,819,-999.0,1.5164,0.65625,-0.86019,0.86019,1.192,90
110,0,0,15,1,819,-999.0,0.63093,0.57212,-0.058811,0.058811,0.62118,193
110,0,0,45,3,819,-999.0,0.93855,0.93753,-0.0010189,0.0010189,1.199,200
110,0,0,45,3,819,-999.0,2.9945,2.3891,-0.60537,0.60537,1.222,123
110,0,0,45,3,819,-999.0,1.7966,0.86597,-0.93063,0.93063,1.3316,82
110,0,0,30,2,819,-999.0,0.2177,0.62771,0.41001,0.41001,2.4684,148
110,0,0,15,1,819,-999.0,0.55294,0.48031,-0.072626,0.072626,0.67201,191
110,0,0,30,2,819,-999.0,3.0589,2.3501,-0.70883,0.70883,2.0162,110
110,0,0,30,2,819,-999.0,1.0003,0.6139,-0.38636,0.38636,0.85309,151
110,1,0,30,2,819,-999.0,3.0983,0.89561,0.93894,0.93894,2.397,40
110,1,0,15,1,819,-999.0,2.523,2.4261,-0.096871,0.096871,0.565,194
110,1,0,30,2,819,-999.0,3.1157,0.42986,0.45571,0.45571,1.2158,71
110,1,0,45,3,819,-999.0,1.3867,0.94958,-0.43715,0.43715,0.48056,172
110,1,0,30,2,819,-999.0,3.0655,2.5472,-0.5183,0.5183,0.47581,167
110,1,0,30,2,819,-999.0,1.1903,0.99086,-0.19948,0.19948,0.58847,187
110,1,0,15,1,819,-999.0,2.5484,2.5315,-0.01686,0.01686,0.6067,199
110,1,0,15,1,819,-999.0,0.63324,0.70308,0.069837,0.069837,0.39874,196
110,1,0,15,1,819,-999.0,1.4629,1.2497,-0.21313,0.21313,0.58767,186
110,1,0,45,3,819,-999.0,2.1797,1.0522,-1.1274,1.1274,0.55698,128
110,1,0,45,3,819,-999.0,2.8806,2.5273,-0.35324,0.35324,0.50945,178
110,1,0,45,3,819,-999.0,1.3016,1.1996,-0.10203,0.10203,0.49203,194
110,1,0,45,3,819,-999.0,2.3462,2.3353,-0.010864,0.010864,0.47622,199
110,1,0,45,3,819,-999.0,2.9813,1.1398,1.3001,1.3001,0.93659,17
110,1,0,30,2,819,-999.0,1.6421,2.0842,0.44205,0.44205,1.0251,72
110,1,0,45,3,819,-999.0,2.5366,2.3424,-0.19414,0.19414,0.54126,188
110,1,0,30,2,819,-999.0,1.0451,1.0094,-0.035752,0.035752,0.50657,198
110,1,0,30,2,819,-999.0,0.97121,0.99019,0.018983,0.018983,0.5278,199
110,1,0,15,1,819,-999.0,2.326,2.4427,0.11675,0.11675,0.56435,193
110,1,0,45,3,819,-999.0,1.4469,2.4184,0.97143,0.97143,0.46458,138
110,1,0,30,2,819,-999.0,0.19936,1.1878,0.98842,0.98842,0.50684,137
110,1,0,15,1,819,-999.0,0.57434,1.1757,0.60133,0.60133,0.50579,162
110,1,0,15,1,819,-999.0,1.3626,1.3376,-0.024992,0.024992,0.53928,198
110,1,0,15,1,819,-999.0,1.7813,1.5902,-0.19116,0.19116,0.41794,188
110,0,0,15,1,819,-999.0,2.7617,2.6295,-0.13212,0.13212,0.444,183
110,0,0,45,3,819,-999.0,1.1232,1.0134,-0.10984,0.10984,0.70483,186
110,0,0,45,3,819,-999.0,0.45626,1.0632,0.60693,0.60693,0.60365,123
110,0,0,15,1,819,-999.0,2.0551,2.0469,-0.0081946,0.0081946,0.50873,199
110,0,0,30,2,819,-999.0,1.5296,2.1645,0.63491,0.63491,0.57147,119
110,0,0,45,3,819,-999.0,1.784,1.9969,0.21282,0.21282,0.56537,173
110,0,0,45,3,819,-999.0,0.69059,1.1498,0.45921,0.45921,0.50573,142
110,0,0,45,3,819,-999.0,2.8232,2.1089,-0.71431,0.71431,0.52326,109
110,0,0,30,2,819,-999.0,0.54976,1.3403,0.79058,0.79058,0.54596,99
110,0,0,15,1,819,-999.0,2.038,2.2739,0.23593,0.23593,0.56398,170
110,0,0,15,1,819,-999.0,1.8677,2.1859,0.3182,0.3182,0.53886,159
110,0,0,30,2,819,-999.0,2.5779,2.3218,-0.25603,0.25603,0.57829,167
110,0,0,15,1,819,-999.0,0.11307,1.2021,1.089,1.089,0.56214,61
110,0,0,30,2,819,-999.0,0.043771,0.59335,0.54958,0.54958,1.0663,130
110,0,0,30,2,819,-999.0,3.0132,0.66462,0.79302,0.79302,1.7261,99
110,0,0,30,2,819,-999.0,1.3386,1.2262,-0.11239,0.11239,1.0713,186
110,0,0,15,1,819,-999.0,1.9546,1.9772,0.022573,0.022573,0.56111,197
110,0,0,45,3,819,-999.0,2.3621,2.0821,-0.28005,0.28005,1.1535,164
110,0,0,15,1,819,-999.0,2.0852,2.1306,0.045379,0.045379,0.66061,194
110,0,0,30,2,819,-999.0,0.81558,0.93226,0.11669,0.11669,0.92741,185
110,0,0,15,1,819,-999.0,3.0521,2.5714,-0.48072,0.48072,0.52526,139
110,0,0,30,2,819,-999.0,1.6703,1.0753,-0.59496,0.59496,0.54274,124
110,0,0,45,3,819,-999.0,1.6621,1.0218,-0.64024,0.64024,0.56581,118
110,0,0,45,3,819,-999.0,2.4186,2.4696,0.051034,0.051034,0.80426,194
110,1,0,45,3,819,-999.0,0.92634,0.92108,-0.0052629,0.0052629,0.58815,200
110,1,0,45,3,819,-999.0,0.50521,0.76647,0.26126,0.26126,0.99346,83
110,1,0,30,2,819,-999.0,2.0788,2.2234,0.14455,0.14455,0.48115,191
110,1,0,30,2,819,-999.0,0.28333,1.155,0.87171,0.87171,0.60535,145
110,1,0,15,1,819,-999.0,1.1092,0.86832,-0.24088,0.24088,0.47288,185
110,1,0,15,1,819,-999.0,2.7437,2.5086,-0.23506,0.23506,0.51402,185
110,1,0,15,1,819,-999.0,1.364,1.085,-0.27906,0.27906,0.59619,182
110,1,0,45,3,819,-999.0,1.3511,1.0871,-0.26401,0.26401,0.50789,183
110,1,0,15,1,819,-999.0,0.53024,0.83244,0.30221,0.30221,0.52866,181
110,1,0,15,1,819,-999.0,2.1311,2.1965,0.065373,0.065373,0.51185,196
110,1,0,45,3,819,-999.0,1.1717,1.2249,0.05321,0.05321,0.94197,97
110,1,0,30,2,819,-999.0,2.0118,2.0879,0.076104,0.076104,0.51655,195
110,1,0,45,3,819,-999.0,3.1229,2.2436,-0.87925,0.87925,0.78699,144
110,1,0,30,2,819,-999.0,0.37249,0.89284,0.52035,0.52035,0.74512,167
110,1,0,45,3,819,-999.0,1.2917,0.71258,-0.57908,0.57908,0.7985,163
110,1,0,15,1,819,-999.0,2.9717,2.2957,-0.67603,0.67603,0.68725,157
110,1,0,30,2,819,-999.0,1.1549,1.2174,0.062443,0.062443,1.0121,96
110,1,0,45,3,819,-999.0,2.003,2.1914,0.18842,0.18842,1.2065,88
110,1,0,45,3,819,-999.0,1.3034,1.049,-0.25432,0.25432,0.86312,84
110,1,0,30,2,819,-999.0,0.50459,0.93848,0.43389,0.43389,0.69828,172
110,1,0,30,2,819,-999.0,2.9272,2.4148,-0.51242,0.51242,0.69609,167
110,1,0,15,1,819,-999.0,1.3073,1.5215,0.21416,0.21416,0.55516,186
110,1,0,30,2,819,-999.0,0.35224,0.89043,0.53819,0.53819,0.64082,166
110,1,0,15,1,819,-999.0,0.21868,2.8056,-0.55464,0.55464,0.74873,165
110,0,0,15,1,819,-999.0,0.27323,0.4017,0.12847,0.12847,0.83999,184
110,0,0,45,3,819,-999.0,2.688,2.1554,-0.53261,0.53261,0.58125,132
110,0,0,30,2,819,-999.0,0.48317,0.23717,-0.246,0.246,0.53861,169
110,0,0,30,2,819,-999.0,2.2925,2.0633,-0.22921,0.22921,0.69877,171
110,0,0,45,3,819,-999.0,0.79687,0.58984,-0.20703,0.20703,0.83154,174
110,0,0,45,3,819,-999.0,2.8762,2.2425,-0.63368,0.63368,0.57333,119
110,0,0,30,2,819,-999.0,2.2576,2.2574,-0.00016912,0.00016912,0.55152,200
110,0,0,45,3,819,-999.0,1.495,0.80916,-0.68585,0.68585,0.8023,113
110,0,0,30,2,819,-999.0,0.60012,0.59421,-0.0059078,0.0059078,0.99169,199
110,0,0,30,2,819,-999.0,0.99622,0.95265,-0.043564,0.043564,0.70856,194
110,0,0,30,2,819,-999.0,0.23724,0.82605,0.58881,0.58881,0.75962,125
110,0,0,15,1,819,-999.0,2.3719,2.0477,-0.32419,0.32419,0.57939,159
110,0,0,30,2,819,-999.0,0.78841,0.74195,-0.046462,0.046462,1.1442,194
110,0,0,15,1,819,-999.0,0.68348,0.72259,0.039109,0.039109,0.63295,195
110,0,0,15,1,819,-999.0,2.6504,2.6422,-0.0081059,0.0081059,0.62545,199
110,0,0,15,1,819,-999.0,0.45191,0.61033,0.15842,0.15842,0.8339,180
110,0,0,15,1,819,-999.0,1.9071,2.1167,0.20962,0.20962,1.2057,173
110,0,0,15,1,819,-999.0,0.054193,0.29482,0.24062,0.24062,0.6227,169
110,0,0,45,3,819,-999.0,1.734,0.68792,-1.0461,1.0461,0.82734,67
110,0,0,45,3,819,-999.0,1.0313,0.79822,-0.2331,0.2331,1.7996,170
110,0,0,15,1,819,-999.0,1.1792,1.0779,-0.10128,0.10128,0.64791,187
110,0,0,45,3,819,-999.0,2.1253,2.3397,0.21441,0.21441,0.79318,173
110,0,0,30,2,819,-999.0,2.9578,2.7611,-0.19672,0.19672,1.2442,175
110,0,0,45,3,819,-999.0,1.8197,2.3547,0.53505,0.53505,0.7666,132
110,0,0,30,2,819,-999.0,0.4135,0.2515,-0.16199,0.16199,0.69502,179
110,0,0,15,1,819,-999.0,1.875,2.477,0.60204,0.60204,0.57156,123
110,0,0,15,1,819,-999.0,3.0708,0.081857,0.15262,0.15262,0.56003,181
110,0,0,30,2,819,-999.0,2.5742,2.5108,-0.063329,0.063329,1.103,192
110,0,0,15,1,819,-999.0,2.9251,2.6295,-0.2956,0.2956,0.67947,162
110,0,0,15,1,819,-999.0,1.7025,1.9813,0.27877,0.27877,0.59033,165
110,0,0,30,2,819,-999.0,1.3917,2.1352,0.7435,0.7435,1.0963,105
110,0,0,45,3,819,-999.0,2.9781,0.66901,0.83248,0.83248,0.84844,94
110,0,0,45,3,819,-999.0,0.48806,0.8902,0.40214,0.40214,0.77769,149
110,0,0,30,2,819,-999.0,0.48806,0.84961,0.36155,0.36155,0.61914,154
110,0,0,45,3,819,-999.0,2.2524,2.0193,-0.23315,0.23315,0.57883,170
110,0,0,30,2,819,-999.0,2.3801,2.2684,-0.11169,0.11169,0.5116,186
110,0,0,45,3,819,-999.0,0.80996,0.97137,0.16141,0.16141,1.1773,179
110,0,0,30,2,819,-999.0,2.4626,2.5112,0.048559,0.048559,0.75421,194
110,0,0,15,1,819,-999.0,1.2765,1.3492,0.072778,0.072778,0.57793,191
110,0,0,15,1,819,-999.0,3.1392,0.12403,0.12639,0.12639,0.66337,184
110,0,0,45,3,819,-999.0,1.751,2.3376,0.58658,0.58658,1.6319,125
110,0,0,45,3,819,-999.0,3.0758,2.0858,-0.99003,0.99003,2.0936,74
110,0,0,15,1,819,-999.0,1.0931,0.75066,-0.34247,0.34247,0.54795,156
110,0,0,30,2,819,-999.0,2.449,2.3024,-0.14655,0.14655,0.72489,181
110,0,0,15,1,819,-999.0,0.66582,1.0101,0.34429,0.34429,0.67298,156
110,0,0,45,3,819,-999.0,0.74379,0.71054,-0.033256,0.033256,0.54276,196
110,0,0,30,2,819,-999.0,1.712,2.1624,0.45041,0.45041,0.72887,143
110,0,0,45,3,819,-999.0,0.69222,1.0546,0.36234,0.36234,0.58267,154
110,0,0,30,2,819,-999.0,2.5357,2.5084,-0.027277,0.027277,0.81636,197
110,0,0,45,3,819,-999.0,1.7648,2.3064,0.54162,0.54162,0.61183,131
110,0,0,15,1,819,-999.0,2.9574,2.8058,-0.15163,0.15163,0.75704,181
110,0,0,15,1,819,-999.0,1.8563,2.0471,0.19078,0.19078,0.55506,176
110,0,0,30,2,819,-999.0,1.5983,1.0728,-0.52551,0.52551,0.8662,133
110,0,0,15,1,819,-999.0,0.5413,0.49442,-0.046873,0.046873,0.5359,194
110,0,0,30,2,819,-999.0,2.4286,2.4136,-0.015026,0.015026,0.53749,198
110,0,0,30,2,819,-999.0,1.7603,2.1629,0.4026,0.4026,1.1688,149
110,0,0,45,3,819,-999.0,1.5451,0.72383,-0.82131,0.82131,0.58906,95
110,0,0,15,1,819,-999.0,2.7233,2.4962,-0.22711,0.22711,0.54531,171
110,0,0,45,3,819,-999.0,1.415,0.88859,-0.52644,0.52644,0.65227,133
110,0,0,30,2,819,-999.0,0.48259,0.72695,0.24436,0.24436,0.51367,169
110,0,0,45,3,819,-999.0,0.46654,2.2926,-1.3155,1.3155,1.0287,33
110,0,0,15,1,819,-999.0,3.0388,2.5779,-0.46089,0.46089,0.58958,141
110,0,0,30,2,819,-999.0,2.4655,2.4003,-0.065172,0.065172,0.58606,192
110,0,0,45,3,819,-999.0,1.4396,0.88313,-0.55646,0.55646,0.88777,129
110,0,0,15,1,819,-999.0,2.077,2.244,0.16704,0.16704,0.54441,179
110,0,0,15,1,819,-999.0,0.065081,0.13372,0.068638,0.068638,0.50709,191
110,0,0,45,3,819,-999.0,1.3298,1.8338,0.50402,0.50402,0.78181,136
110,0,0,45,3,819,-999.0,1.7622,2.4377,0.67555,0.67555,0.64549,114
110,0,0,30,2,819,-999.0,1.052,0.88347,-0.16856,0.16856,0.57421,179
110,0,0,15,1,819,-999.0,0.86844,0.80718,-0.061264,0.061264,0.51387,192
110,0,0,30,2,819,-999.0,2.5793,2.3704,-0.20891,0.20891,0.57817,173
110,0,0,45,3,819,-999.0,2.7376,0.41519,0.81916,0.81916,0.55422,96
110,1,0,30,2,819,-999.0,1.8131,0.93491,-0.87816,0.87816,0.64282,144
110,1,0,15,1,819,-999.0,0.36138,0.39641,0.035026,0.035026,0.47325,198
110,1,0,45,3,819,-999.0,0.087536,2.228,-1.0011,1.0011,0.48244,136
110,1,0,45,3,819,-999.0,2.4259,2.5996,0.17361,0.17361,0.495,189
110,1,0,45,3,819,-999.0,2.1028,1.5194,-0.58342,0.58342,0.84067,163
110,1,0,45,3,819,-999.0,0.47252,1.7983,1.3258,1.3258,0.61122,116
110,1,0,30,2,819,-999.0,0.90728,0.66183,-0.24545,0.24545,0.42934,184
110,1,0,15,1,819,-999.0,0.085475,0.51523,0.42975,0.42975,0.50987,173
110,1,0,30,2,819,-999.0,2.637,2.5155,-0.12157,0.12157,0.62252,192
110,1,0,45,3,819,-999.0,2.6996,1.8529,-0.84678,0.84678,0.68339,146
110,1,0,45,3,819,-999.0,0.72233,0.67887,-0.043462,0.043462,0.51128,197
110,1,0,45,3,819,-999.0,0.36186,2.0946,-1.4089,1.4089,0.6606,110
110,1,0,30,2,819,-999.0,2.4685,2.3051,-0.16334,0.16334,0.4472,190
110,1,0,15,1,819,-999.0,2.2058,2.2194,0.01363,0.01363,0.50464,199
110,1,0,30,2,819,-999.0,2.8551,2.0554,-0.79965,0.79965,0.65834,149
110,1,0,15,1,819,-999.0,2.0877,2.2421,0.15435,0.15435,0.42215,190
110,1,0,15,1,819,-999.0,0.81325,0.7854,-0.027853,0.027853,0.50506,198
110,1,0,30,2,819,-999.0,1.4442,2.0708,0.62661,0.62661,0.4412,160
110,1,0,15,1,819,-999.0,0.010854,0.51698,0.50613,0.50613,0.49731,168
110,1,0,45,3,819,-999.0,0.046547,1.7997,-1.3885,1.3885,0.85941,12
110,1,0,30,2,819,-999.0,3.0571,3.14,0.08298,0.08298,0.75023,195
110,1,0,15,1,819,-999.0,1.1216,1.018,-0.10362,0.10362,0.53707,193
110,1,0,15,1,819,-999.0,0.29446,0.56075,0.26629,0.26629,0.5046,183
110,1,0,30,2,819,-999.0,1.3665,2.0583,0.69179,0.69179,0.53857,156
110,0,0,15,1,819,-999.0,1.5004,0.97991,-0.52046,0.52046,0.57203,134
110,0,0,15,1,819,-999.0,1.8831,2.0414,0.15821,0.15821,0.77591,180
110,0,0,30,2,819,-999.0,3.0777,2.7771,-0.30062,0.30062,0.50234,162
110,0,0,30,2,819,-999.0,1.7533,2.5099,0.75657,0.75657,0.50614,104
110,0,0,45,3,819,-999.0,2.2538,0.55587,1.4436,1.4436,0.80853,16
110,0,0,30,2,819,-999.0,0.53289,0.7854,0.2525,0.2525,0.53585,168
110,0,0,15,1,819,-999.0,1.7388,2.1934,0.45462,0.45462,0.54657,142
110,0,0,30,2,819,-999.0,2.4328,2.2665,-0.1663,0.1663,0.66568,179
110,0,0,15,1,819,-999.0,0.6535,1.0198,0.36627,0.36627,0.5081,153
110,0,0,30,2,819,-999.0,0.93055,0.95734,0.026784,0.026784,0.50082,197
110,0,0,45,3,819,-999.0,1.5811,1.0509,-0.53019,0.53019,0.61809,132
110,0,0,30,2,819,-999.0,0.39088,0.7871,0.39622,0.39622,0.74451,150
110,0,0,30,2,819,-999.0,1.8849,2.1506,0.2657,0.2657,0.64508,166
110,0,0,45,3,819,-999.0,2.5509,2.5335,-0.017389,0.017389,0.94373,198
110,0,0,15,1,819,-999.0,1.8916,2.1355,0.24391,0.24391,0.55615,169
110,0,0,45,3,819,-999.0,1.8697,1.8894,0.019651,0.019651,0.76877,197
110,0,0,45,3,819,-999.0,0.086334,1.1554,1.0691,1.0691,0.65776,64
110,0,0,45,3,819,-999.0,0.74845,1.3678,0.61937,0.61937,0.56503,121
110,0,0,15,1,819,-999.0,0.11063,2.4868,-0.76546,0.76546,0.44736,103
110,0,0,30,2,819,-999.0,1.7722,2.4127,0.64051,0.64051,0.5372,118
110,0,0,15,1,819,-999.0,2.2648,2.1985,-0.066306,0.066306,0.45649,192
110,0,0,45,3,819,-999.0,1.7962,2.0357,0.23954,0.23954,0.51648,170
110,0,0,15,1,819,-999.0,2.1263,2.0733,-0.053022,0.053022,0.51095,193
110,0,0,45,3,819,-999.0,1.7534,1.3022,-0.45121,0.45121,0.58543,143
120,1,0,45,3,819,-999.0,0.52496,2.4342,-1.2324,1.2324,1.0496,22
120,1,0,45,3,819,-999.0,1.7796,1.1215,-0.65802,0.65802,0.71271,158
120,1,0,45,3,819,-999.0,1.2744,1.7316,0.45719,0.45719,0.55382,171
120,1,0,30,2,819,-999.0,1.5785,2.0365,0.45802,0.45802,0.66999,171
120,1,0,45,3,819,-999.0,0.71423,1.2318,0.51756,0.51756,0.58134,167
120,1,0,30,2,819,-999.0,1.367,1.6183,0.25124,0.25124,0.7927,184
120,1,0,15,1,819,-999.0,0.30915,0.4091,0.099958,0.099958,0.74443,194
120,1,0,15,1,819,-999.0,2.3265,2.2715,-0.055068,0.055068,0.56966,196
120,1,0,45,3,819,-999.0,0.96696,1.8534,0.88649,0.88649,0.73169,144
120,1,0,30,2,819,-999.0,2.8077,2.5098,-0.29789,0.29789,0.62514,181
120,1,0,15,1,819,-999.0,1.6318,1.9223,0.29053,0.29053,0.60945,182
120,1,0,15,1,819,-999.0,2.7968,2.6294,-0.1674,0.1674,0.57589,189
120,1,0,30,2,819,-999.0,3.0118,3.1039,0.092108,0.092108,0.85306,94
120,1,0,45,3,819,-999.0,1.7035,2.3881,0.6846,0.6846,0.61014,156
120,1,0,15,1,819,-999.0,1.1192,1.3137,0.19451,0.19451,0.65054,188
120,1,0,30,2,819,-999.0,2.0202,2.4516,0.43134,0.43134,0.66543,173
120,1,0,15,1,819,-999.0,2.6555,2.7164,0.060907,0.060907,0.72119,196
120,1,0,30,2,819,-999.0,0.18143,0.33842,0.15699,0.15699,0.88948,90
120,1,0,30,2,819,-999.0,1.0552,1.3095,0.25434,0.25434,0.58594,184
120,1,0,45,3,819,-999.0,0.64415,1.3196,0.67549,0.67549,0.72933,157
120,1,0,15,1,819,-999.0,1.9473,2.0991,0.15171,0.15171,0.6713,190
120,1,0,30,2,819,-999.0,1.5333,1.2311,-0.3022,0.3022,0.72514,181
120,1,0,15,1,819,-999.0,1.4595,1.3742,-0.085284,0.085284,0.55147,195
120,1,0,45,3,819,-999.0,1.5024,1.7052,0.2028,0.2028,0.89519,87
120,1,0,15,1,819,-999.0,2.3152,2.3772,0.061978,0.061978,0.53821,196
120,1,0,45,3,819,-999.0,0.037052,1.1228,1.0858,1.0858,0.69012,131
120,1,0,30,2,819,-999.0,1.6533,1.7087,0.055322,0.055322,0.66444,196
120,1,0,30,2,819,-999.0,2.2312,2.5109,0.27977,0.27977,1.2493,82
120,1,0,15,1,819,-999.0,0.34202,0.593,0.25098,0.25098,0.49637,184
120,1,0,30,2,819,-999.0,2.1539,2.5011,0.34718,0.34718,0.55172,178
120,1,0,30,2,819,-999.0,2.6469,2.6056,-0.041247,0.041247,0.53653,197
120,1,0,45,3,819,-999.0,1.2911,0.88827,-0.40283,0.40283,0.78925,174
120,1,0,45,3,819,-999.0,2.5586,2.5345,-0.024068,0.024068,0.62059,198
120,1,0,15,1,819,-999.0,2.8531,2.7734,-0.079659,0.079659,0.58671,195
