Participant,isSpeed,isCued,jitter,jitterLevel,cueDeflections,cueOrientation,targetOrientation,response,deviation,absoluteDeviation,RT,points
140,1,0,45,3,819,-999.0,2.7092,2.6527,-0.056465,0.056465,0.61942,196
140,1,0,15,1,819,-999.0,3.1212,0.025767,0.046136,0.046136,0.50287,197
140,1,0,15,1,819,-999.0,1.5576,1.6877,0.13014,0.13014,0.553,192
140,0,0,30,2,819,-999.0,0.66825,0.16635,-0.5019,0.5019,1.1267,136
140,0,0,45,3,819,-999.0,2.876,3.0375,0.16152,0.16152,0.77346,179
140,0,0,30,2,819,-999.0,1.8377,2.0235,0.18577,0.18577,0.78791,176
140,0,0,45,3,819,-999.0,2.9058,2.9552,0.049379,0.049379,0.71697,194
140,0,0,15,1,819,-999.0,1.0651,0.91663,-0.1485,0.1485,0.62952,181
140,0,0,45,3,819,-999.0,1.6945,0.45615,-1.2384,1.2384,1.0219,42
140,0,0,30,2,819,-999.0,1.0028,1.0156,0.012818,0.012818,0.72142,198
140,0,0,30,2,819,-999.0,2.3033,2.2518,-0.051496,0.051496,0.80031,193
140,0,0,15,1,819,-999.0,1.1652,1.0657,-0.099542,0.099542,0.5702,187
140,0,0,15,1,819,-999.0,1.5558,1.2862,-0.2696,0.2696,0.60967,166
140,0,0,45,3,819,-999.0,1.9906,2.0253,0.034736,0.034736,0.60276,196
140,0,0,30,2,819,-999.0,2.6589,2.2808,-0.37809,0.37809,0.63009,152
140,0,0,15,1,819,-999.0,2.4567,2.67,0.2133,0.2133,0.67803,173
140,0,0,15,1,819,-999.0,0.62993,0.61868,-0.011252,0.011252,0.68246,199
140,0,0,30,2,819,-999.0,2.0135,1.9246,-0.088929,0.088929,0.53902,189
140,0,0,30,2,819,-999.0,2.4082,2.711,0.30278,0.30278,0.59408,161
140,0,0,15,1,819,-999.0,2.8327,2.6808,-0.15195,0.15195,0.56455,181
140,0,0,45,3,819,-999.0,0.30382,2.7391,-0.70626,0.70626,0.4716,110
140,0,0,45,3,819,-999.0,0.0027843,0.42182,0.41904,0.41904,0.74512,147
140,0,0,15,1,819,-999.0,1.0384,0.89362,-0.14474,0.14474,0.55303,182
140,0,0,45,3,819,-999.0,0.94857,1.3369,0.38835,0.38835,0.64562,151
140,0,0,45,3,819,-999.0,1.0228,1.0559,0.033157,0.033157,0.60545,196
140,0,0,15,1,819,-999.0,2.7596,2.7146,-0.045001,0.045001,0.62995,194
140,0,0,30,2,819,-999.0,1.9781,2.0397,0.061662,0.061662,0.69206,192
140,0,0,30,2,819,-999.0,1.8781,1.8839,0.0058152,0.0058152,0.87718,199
140,0,0,15,1,819,-999.0,1.8367,1.8058,-0.03093,0.03093,0.51502,196
140,0,0,15,1,819,-999.0,3.1399,0.010246,0.011978,0.011978,0.61827,198
140,0,0,30,2,819,-999.0,2.4858,0.12532,0.7811,0.7811,0.48138,101
140,0,0,30,2,819,-999.0,1.6556,2.0149,0.35933,0.35933,0.52995,154
140,0,0,30,2,819,-999.0,0.95674,0.75763,-0.19912,0.19912,0.59801,175
140,0,0,45,3,819,-999.0,1.4966,0.87114,-0.62545,0.62545,0.73748,120
140,0,0,45,3,819,-999.0,1.0681,0.91431,-0.15377,0.15377,0.55673,180
140,0,0,15,1,819,-999.0,0.9455,1.0539,0.10842,0.10842,0.4831,186
140,0,0,30,2,819,-999.0,1.9843,2.1954,0.21113,0.21113,0.5839,173
140,0,0,45,3,819,-999.0,1.5694,1.5898,0.020315,0.020315,0.62654,197
140,0,0,45,3,819,-999.0,0.16384,2.9663,-0.33913,0.33913,0.76667,157
140,0,0,15,1,819,-999.0,1.5832,2.0995,0.51623,0.51623,0.54504,134
140,0,0,15,1,819,-999.0,0.81449,0.75108,-0.063414,0.063414,0.52455,192
140,0,0,45,3,819,-999.0,2.1394,1.9238,-0.21561,0.21561,0.54935,173
140,0,0,30,2,819,-999.0,2.383,2.2924,-0.090666,0.090666,0.5425,188
140,0,0,45,3,819,-999.0,1.0348,1.7468,0.71205,0.71205,0.662,109
140,0,0,45,3,819,-999.0,2.7989,2.364,-0.43497,0.43497,0.51005,145
140,0,0,45,3,819,-999.0,1.4108,2.314,0.90321,0.90321,0.6122,85
140,0,0,30,2,819,-999.0,0.9478,1.2175,0.26972,0.26972,0.54863,166
140,0,0,15,1,819,-999.0,1.1169,0.84794,-0.26897,0.26897,0.5392,166
140,0,0,15,1,819,-999.0,1.7984,1.9299,0.13153,0.13153,0.53219,183
140,0,0,15,1,819,-999.0,0.40071,0.1382,-0.2625,0.2625,0.61935,167
140,0,0,30,2,819,-999.0,0.78759,0.54933,-0.23827,0.23827,0.64287,170
140,1,0,30,2,819,-999.0,0.81862,1.0777,0.25913,0.25913,0.70559,184
140,1,0,45,3,819,-999.0,0.31376,0.23721,-0.076553,0.076553,0.61519,195
140,1,0,15,1,819,-999.0,0.56149,0.74017,0.17868,0.17868,0.55244,189
140,1,0,45,3,819,-999.0,2.3742,2.3678,-0.0064443,0.0064443,0.52279,200
140,1,0,30,2,819,-999.0,0.56763,1.3524,0.78479,0.78479,0.60626,150
140,1,0,30,2,819,-999.0,1.0514,1.1704,0.11897,0.11897,0.50939,192
140,1,0,15,1,819,-999.0,1.3883,1.3418,-0.046514,0.046514,0.8793,97
140,1,0,45,3,819,-999.0,2.4613,2.4182,-0.043104,0.043104,0.6681,197
140,1,0,45,3,819,-999.0,2.8542,2.6989,-0.15529,0.15529,0.75974,190
140,1,0,30,2,819,-999.0,2.5211,2.3687,-0.15242,0.15242,0.5365,190
140,1,0,15,1,819,-999.0,1.2614,1.3726,0.11121,0.11121,0.52364,193
140,1,0,45,3,819,-999.0,2.5874,2.64,0.052541,0.052541,0.62077,197
140,1,0,15,1,819,-999.0,0.84418,0.94813,0.10395,0.10395,0.54302,193
140,1,0,30,2,819,-999.0,1.2838,1.8063,0.52254,0.52254,0.49876,167
140,1,0,30,2,819,-999.0,0.065469,0.036569,-0.0289,0.0289,0.57888,198
140,1,0,15,1,819,-999.0,3.1211,3.0736,-0.047447,0.047447,0.50691,197
140,1,0,45,3,819,-999.0,2.5798,0.82885,1.3907,1.3907,0.57669,111
140,1,0,45,3,819,-999.0,2.9938,2.6202,-0.37355,0.37355,0.63884,176
140,1,0,15,1,819,-999.0,1.944,1.9357,-0.008291,0.008291,0.56505,199
140,1,0,45,3,819,-999.0,2.8676,2.9195,0.051903,0.051903,0.53766,197
140,1,0,30,2,819,-999.0,2.4175,2.2949,-0.12264,0.12264,0.64085,192
140,1,0,15,1,819,-999.0,0.41491,0.85971,0.44479,0.44479,0.57666,172
140,1,0,15,1,819,-999.0,0.79172,0.93953,0.1478,0.1478,0.60136,191
140,1,0,30,2,819,-999.0,0.93828,0.9837,0.045427,0.045427,0.62444,197
140,0,0,30,2,819,-999.0,1.6052,1.4693,-0.13594,0.13594,0.81217,183
140,0,0,45,3,819,-999.0,1.7926,2.4602,0.66758,0.66758,0.72214,115
140,0,0,45,3,819,-999.0,0.11533,1.1542,1.0389,1.0389,0.63922,68
140,0,0,45,3,819,-999.0,2.848,0.83058,1.1241,1.1241,0.93158,57
140,0,0,30,2,819,-999.0,2.8004,2.5608,-0.23963,0.23963,0.61201,169
140,0,0,45,3,819,-999.0,2.1902,1.9002,-0.29001,0.29001,0.58587,163
140,0,0,15,1,819,-999.0,2.8186,2.7752,-0.043422,0.043422,0.54951,194
140,0,0,45,3,819,-999.0,1.2424,1.6334,0.39098,0.39098,0.88667,150
140,0,0,45,3,819,-999.0,1.6341,1.6017,-0.032411,0.032411,0.96109,196
140,0,0,15,1,819,-999.0,1.9136,2.1588,0.2452,0.2452,0.58127,169
140,0,0,45,3,819,-999.0,2.9872,2.8364,-0.15079,0.15079,0.60403,181
140,0,0,15,1,819,-999.0,0.22429,0.12511,-0.099176,0.099176,0.52117,187
140,0,0,30,2,819,-999.0,1.1943,0.89392,-0.3004,0.3004,0.58431,162
140,0,0,30,2,819,-999.0,1.665,2.0643,0.39931,0.39931,0.6397,149
140,0,0,15,1,819,-999.0,2.9609,2.8227,-0.13823,0.13823,0.52018,182
140,0,0,15,1,819,-999.0,0.82725,0.59097,-0.23628,0.23628,0.55135,170
140,0,0,30,2,819,-999.0,2.7643,2.7537,-0.010586,0.010586,0.56645,199
140,0,0,15,1,819,-999.0,0.83785,0.61273,-0.22512,0.22512,0.48758,171
140,0,0,30,2,819,-999.0,0.28696,0.72877,0.44181,0.44181,0.52173,144
140,0,0,30,2,819,-999.0,2.5239,0.36011,0.97777,0.97777,0.55019,76
140,0,0,45,3,819,-999.0,2.4177,2.8266,0.40888,0.40888,0.52593,148
140,0,0,15,1,819,-999.0,2.7031,2.7229,0.019844,0.019844,0.53506,197
140,0,0,15,1,819,-999.0,2.6546,2.8215,0.16686,0.16686,0.47222,179
140,0,0,30,2,819,-999.0,2.8632,2.6871,-0.1761,0.1761,0.5284,178
140,0,0,15,1,819,-999.0,3.1301,2.8778,-0.25229,0.25229,0.59103,168
140,0,0,15,1,819,-999.0,2.5898,2.7012,0.11149,0.11149,0.47444,186
140,0,0,45,3,819,-999.0,2.0381,2.4099,0.37176,0.37176,0.51214,153
140,0,0,15,1,819,-999.0,1.8879,2.2259,0.338,0.338,0.5041,157
140,0,0,45,3,819,-999.0,1.3481,1.0007,-0.3474,0.3474,0.53887,156
140,0,0,30,2,819,-999.0,0.72493,0.77176,0.046828,0.046828,0.56715,194
140,0,0,30,2,819,-999.0,2.7915,2.6089,-0.18264,0.18264,0.53981,177
140,0,0,30,2,819,-999.0,2.4387,2.2394,-0.19934,0.19934,0.49526,175
140,0,0,15,1,819,-999.0,1.2086,1.2334,0.024819,0.024819,0.49366,197
140,0,0,45,3,819,-999.0,2.5533,2.3888,-0.16455,0.16455,0.49451,179
140,0,0,45,3,819,-999.0,1.0511,0.81958,-0.23154,0.23154,0.49364,171
140,0,0,30,2,819,-999.0,1.4346,1.2303,-0.20434,0.20434,0.58709,174
140,0,0,15,1,819,-999.0,1.3085,1.0994,-0.20907,0.20907,0.54457,173
140,0,0,45,3,819,-999.0,1.122,1.1175,-0.0045082,0.0045082,0.55537,199
140,0,0,30,2,819,-999.0,2.9142,2.6147,-0.29947,0.29947,0.60033,162
140,0,0,30,2,819,-999.0,1.0927,1.3557,0.26302,0.26302,0.57233,167
140,0,0,45,3,819,-999.0,2.199,1.3728,-0.82621,0.82621,0.74139,95
140,0,0,45,3,819,-999.0,2.0971,0.74456,-1.3526,1.3526,0.62784,28
140,0,0,45,3,819,-999.0,2.8351,2.2466,-0.58842,0.58842,0.94159,125
140,0,0,15,1,819,-999.0,0.0021426,0.018615,0.016472,0.016472,0.57046,198
140,0,0,15,1,819,-999.0,3.0862,2.9128,-0.1734,0.1734,0.55748,178
140,0,0,30,2,819,-999.0,0.4022,0.3359,-0.066306,0.066306,0.55693,192
140,0,0,15,1,819,-999.0,1.9399,1.989,0.049091,0.049091,0.5904,194
140,0,0,30,2,819,-999.0,2.5419,2.7015,0.15962,0.15962,0.61152,180
140,0,0,45,3,819,-999.0,2.7803,2.7878,0.0075721,0.0075721,0.86621,199
140,0,0,15,1,819,-999.0,1.389,1.4243,0.035281,0.035281,0.54135,196
140,0,0,45,3,819,-999.0,2.7612,2.0781,-0.68309,0.68309,0.59675,113
140,0,0,30,2,819,-999.0,1.6289,1.1666,-0.46228,0.46228,0.55027,141
140,0,0,45,3,819,-999.0,2.3443,2.1796,-0.16475,0.16475,1.3656,179
140,0,0,45,3,819,-999.0,1.1126,1.1501,0.03751,0.03751,0.70762,195
140,0,0,15,1,819,-999.0,0.11484,0.35406,0.23922,0.23922,0.65224,170
140,0,0,30,2,819,-999.0,0.99647,0.93429,-0.062181,0.062181,0.64959,192
140,0,0,30,2,819,-999.0,0.68148,0.69727,0.015792,0.015792,0.69506,198
140,0,0,45,3,819,-999.0,0.17577,0.28773,0.11196,0.11196,0.52545,186
140,0,0,15,1,819,-999.0,0.49287,0.87606,0.38319,0.38319,0.59668,151
140,0,0,15,1,819,-999.0,1.2321,1.0396,-0.19247,0.19247,0.50483,175
140,0,0,45,3,819,-999.0,0.97518,1.2216,0.24638,0.24638,0.41317,169
140,0,0,30,2,819,-999.0,0.79321,0.77578,-0.01743,0.01743,0.54464,198
140,0,0,45,3,819,-999.0,1.7162,1.2209,-0.49524,0.49524,0.77778,137
140,0,0,30,2,819,-999.0,0.086359,0.33498,0.24862,0.24862,0.98654,168
140,0,0,15,1,819,-999.0,2.4035,2.4443,0.040805,0.040805,0.58767,195
140,0,0,15,1,819,-999.0,1.9687,2.2137,0.24502,0.24502,0.53938,169
140,0,0,15,1,819,-999.0,0.73159,0.7009,-0.030682,0.030682,0.54241,196
140,0,0,15,1,819,-999.0,0.30401,0.92356,0.61954,0.61954,0.59309,121
140,0,0,30,2,819,-999.0,2.1931,2.7386,0.5455,0.5455,0.53715,131
140,0,0,30,2,819,-999.0,0.17258,0.03124,-0.14134,0.14134,0.7093,182
140,0,0,30,2,819,-999.0,0.58458,0.18109,-0.40348,0.40348,0.53809,149
140,0,0,45,3,819,-999.0,1.2746,0.83349,-0.44115,0.44115,0.49185,144
140,0,0,15,1,819,-999.0,1.7456,1.9578,0.21213,0.21213,0.57726,173
140,0,0,30,2,819,-999.0,1.6467,1.5302,-0.11643,0.11643,0.50545,185
140,0,0,15,1,819,-999.0,2.6354,2.773,0.13756,0.13756,0.69353,182
140,0,0,30,2,819,-999.0,0.18808,0.59126,0.40319,0.40319,0.58401,149
140,0,0,15,1,819,-999.0,2.0797,2.2088,0.1291,0.1291,0.54445,184
140,0,0,30,2,819,-999.0,2.8404,3.1228,0.28234,0.28234,0.72925,164
140,0,0,45,3,819,-999.0,2.069,2.2812,0.21221,0.21221,0.60365,173
140,0,0,15,1,819,-999.0,0.76086,0.77355,0.012698,0.012698,0.56985,198
140,0,0,30,2,819,-999.0,0.53791,0.10879,-0.42912,0.42912,0.5986,145
140,0,0,45,3,819,-999.0,2.8797,0.32427,0.58618,0.58618,0.59041,125
140,0,0,15,1,819,-999.0,1.3461,1.1805,-0.16555,0.16555,0.62684,179
140,0,0,45,3,819,-999.0,1.0781,0.87243,-0.20569,0.20569,0.63223,174
140,0,0,15,1,819,-999.0,0.89119,1.1259,0.2347,0.2347,0.57707,170
140,0,0,45,3,819,-999.0,1.1508,1.2759,0.12511,0.12511,0.54682,184
140,0,0,30,2,819,-999.0,1.669,1.531,-0.13806,0.13806,0.61244,182
140,0,0,30,2,819,-999.0,0.44837,0.4374,-0.010968,0.010968,0.62877,199
140,0,0,15,1,819,-999.0,1.8095,1.8269,0.017489,0.017489,0.5529,198
140,0,0,15,1,819,-999.0,2.1974,2.2597,0.062337,0.062337,0.57038,192
140,0,0,45,3,819,-999.0,2.5984,1.0346,-1.5638,1.5638,0.75924,1
140,0,0,30,2,819,-999.0,1.0833,0.89106,-0.1922,0.1922,0.62984,176
140,0,0,45,3,819,-999.0,3.0303,3.0968,0.066556,0.066556,0.67312,192
140,0,0,45,3,819,-999.0,2.183,1.7992,-0.3838,0.3838,1.0618,151
140,0,0,30,2,819,-999.0,2.1524,2.6167,0.46425,0.46425,0.88255,141
140,0,0,45,3,819,-999.0,2.4813,2.7671,0.28583,0.28583,0.69101,164
140,1,0,30,2,819,-999.0,2.1921,2.0171,-0.17495,0.17495,0.60325,189
140,1,0,15,1,819,-999.0,1.2574,1.0901,-0.16727,0.16727,0.53667,189
140,1,0,30,2,819,-999.0,2.0771,2.1543,0.077285,0.077285,0.61877,195
140,1,0,30,2,819,-999.0,2.3711,2.6185,0.24738,0.24738,0.55528,184
140,1,0,30,2,819,-999.0,0.39396,0.53064,0.13668,0.13668,0.66366,191
140,1,0,15,1,819,-999.0,2.1416,2.0615,-0.080144,0.080144,0.57208,195
140,1,0,30,2,819,-999.0,0.14737,0.29776,0.15039,0.15039,0.59851,190
140,1,0,30,2,819,-999.0,2.9294,2.9918,0.062344,0.062344,0.54203,196
140,1,0,30,2,819,-999.0,0.96978,1.1914,0.22162,0.22162,0.56551,186
140,1,0,15,1,819,-999.0,2.28,2.3129,0.032902,0.032902,0.50799,198
140,1,0,15,1,819,-999.0,0.90795,1.056,0.14809,0.14809,0.52382,191
140,1,0,30,2,819,-999.0,2.3343,2.2629,-0.071327,0.071327,0.57556,195
140,1,0,15,1,819,-999.0,1.8165,2.1456,0.32908,0.32908,0.60963,179
140,1,0,15,1,819,-999.0,0.9721,0.98507,0.012963,0.012963,0.65137,199
140,1,0,45,3,819,-999.0,0.87905,0.29891,-0.58014,0.58014,0.83493,163
140,1,0,45,3,819,-999.0,0.43574,1.127,0.69128,0.69128,0.8743,56
140,1,0,45,3,819,-999.0,0.20872,0.65402,0.44529,0.44529,0.6381,172
140,1,0,45,3,819,-999.0,0.50295,0.53948,0.03653,0.03653,0.6476,198
140,1,0,45,3,819,-999.0,2.7413,3.1157,0.37439,0.37439,0.6853,176
140,1,0,45,3,819,-999.0,1.556,1.4175,-0.13854,0.13854,1.1931,91
140,1,0,45,3,819,-999.0,0.98468,0.30874,-0.67594,0.67594,0.49647,157
140,1,0,15,1,819,-999.0,2.4223,2.738,0.31576,0.31576,0.5864,180
140,1,0,45,3,819,-999.0,1.8524,1.1569,-0.69549,0.69549,0.79574,156
140,1,0,15,1,819,-999.0,0.077515,3.1313,-0.087824,0.087824,0.58689,194
140,1,0,15,1,819,-999.0,0.5715,0.67909,0.1076,0.1076,0.58291,193
140,1,0,15,1,819,-999.0,1.3189,1.1071,-0.21174,0.21174,0.54805,187
140,1,0,30,2,819,-999.0,2.6772,3.0543,0.37713,0.37713,0.63811,176
140,1,0,30,2,819,-999.0,2.1507,2.2886,0.13792,0.13792,0.61464,191
140,1,0,45,3,819,-999.0,2.0294,0.91133,-1.118,1.118,0.8027,129
140,1,0,15,1,819,-999.0,2.4159,2.8112,0.39534,0.39534,0.65592,175
140,1,0,30,2,819,-999.0,2.4422,2.4472,0.0050355,0.0050355,0.6786,200
140,1,0,45,3,819,-999.0,2.6408,1.9765,-0.66427,0.66427,0.96045,58
140,1,0,30,2,819,-999.0,2.8235,2.7043,-0.1192,0.1192,0.56086,192
140,1,0,30,2,819,-999.0,1.8743,2.3962,0.5219,0.5219,0.55189,167
140,1,0,15,1,819,-999.0,0.95418,0.91761,-0.036566,0.036566,0.65878,198
140,1,0,15,1,819,-999.0,2.0009,1.8254,-0.17558,0.17558,0.6581,189
140,1,0,45,3,819,-999.0,0.77669,3.1083,-0.81002,0.81002,0.56407,148
140,1,0,15,1,819,-999.0,0.27057,0.63135,0.36078,0.36078,0.53636,177
140,1,0,30,2,819,-999.0,0.83614,0.97889,0.14275,0.14275,0.7399,191
140,1,0,15,1,819,-999.0,0.43274,0.45394,0.021204,0.021204,0.74223,199
140,1,0,15,1,819,-999.0,0.32632,0.0064934,-0.31983,0.31983,0.57265,180
140,1,0,45,3,819,-999.0,2.2663,1.1368,-1.1295,1.1295,1.2871,28
140,1,0,30,2,819,-999.0,2.2299,2.3829,0.15304,0.15304,0.63514,190
140,1,0,45,3,819,-999.0,0.050836,0.33707,0.28624,0.28624,0.79602,182
140,1,0,45,3,819,-999.0,1.9118,1.6486,-0.26325,0.26325,0.82044,183
140,1,0,30,2,819,-999.0,0.89013,1.1739,0.28376,0.28376,0.72288,182
140,1,0,45,3,819,-999.0,0.5448,0.93276,0.38796,0.38796,0.69036,175
140,1,0,45,3,819,-999.0,1.1328,1.5252,0.39242,0.39242,0.82372,175
140,1,0,30,2,819,-999.0,1.5114,1.6673,0.15599,0.15599,0.7498,190
140,1,0,45,3,819,-999.0,1.7739,1.8277,0.053812,0.053812,0.88858,97
140,1,0,30,2,819,-999.0,0.1256,0.018365,-0.10723,0.10723,0.76601,193
140,1,0,45,3,819,-999.0,0.53596,0.41326,-0.1227,0.1227,0.70758,192
140,1,0,30,2,819,-999.0,0.077664,3.1393,-0.079963,0.079963,0.64876,195
140,1,0,30,2,819,-999.0,2.1845,2.0695,-0.11504,0.11504,0.64718,193
140,1,0,30,2,819,-999.0,0.97115,0.95083,-0.020325,0.020325,0.92624,99
140,1,0,45,3,819,-999.0,1.5946,1.3886,-0.20604,0.20604,0.78703,187
140,1,0,45,3,819,-999.0,1.4797,1.5564,0.076716,0.076716,0.75648,195
140,1,0,45,3,819,-999.0,2.9224,1.0737,1.2928,1.2928,0.69096,118
140,1,0,15,1,819,-999.0,0.198,0.04781,-0.15019,0.15019,0.54037,190
140,1,0,30,2,819,-999.0,2.9088,2.8843,-0.024523,0.024523,0.57313,198
140,1,0,15,1,819,-999.0,0.32476,0.068642,-0.25612,0.25612,0.56262,184
140,1,0,45,3,819,-999.0,1.1669,1.2199,0.052977,0.052977,0.8794,97
140,1,0,15,1,819,-999.0,2.8035,2.8521,0.048517,0.048517,0.53841,197
140,1,0,15,1,819,-999.0,0.355,0.30781,-0.047186,0.047186,0.51569,197
140,1,0,15,1,819,-999.0,1.9125,1.9944,0.081955,0.081955,0.68111,195
140,1,0,15,1,819,-999.0,2.5005,2.6865,0.18599,0.18599,0.62598,188
140,1,0,15,1,819,-999.0,2.8139,2.9703,0.15639,0.15639,0.56841,190
140,1,0,15,1,819,-999.0,2.6332,2.6891,0.05591,0.05591,0.61551,196
140,1,0,30,2,819,-999.0,1.6355,1.4138,-0.22169,0.22169,0.66856,186
140,1,0,45,3,819,-999.0,0.60112,0.28787,-0.31326,0.31326,0.71038,180
140,1,0,45,3,819,-999.0,1.3713,0.79514,-0.5762,0.5762,0.60682,163
140,1,0,30,2,819,-999.0,0.31885,0.64087,0.32202,0.32202,1.2372,79
140,1,0,30,2,819,-999.0,0.16515,0.22313,0.057987,0.057987,0.70521,196
140,1,0,30,2,819,-999.0,1.5903,1.9193,0.32904,0.32904,0.6553,179
140,1,0,15,1,819,-999.0,2.2491,2.2956,0.046553,0.046553,0.58344,197
140,1,0,45,3,819,-999.0,2.7141,0.042709,0.47017,0.47017,0.7152,170
140,1,0,45,3,819,-999.0,2.0774,2.677,0.59969,0.59969,0.67803,162
140,1,0,15,1,819,-999.0,2.428,2.597,0.16901,0.16901,0.53842,189
140,1,0,45,3,819,-999.0,2.6139,2.2909,-0.32293,0.32293,0.512,179
140,1,0,45,3,819,-999.0,2.6772,1.9921,-0.68509,0.68509,0.59611,156
140,1,0,15,1,819,-999.0,2.7674,2.9502,0.18277,0.18277,0.51988,188
140,1,0,45,3,819,-999.0,1.3508,0.76632,-0.58451,0.58451,0.70511,163
140,1,0,30,2,819,-999.0,0.86048,0.84112,-0.019367,0.019367,0.52142,199
140,1,0,30,2,819,-999.0,0.43613,3.0853,-0.49241,0.49241,0.64122,169
140,1,0,30,2,819,-999.0,2.3154,2.0132,-0.30221,0.30221,0.5731,181
140,1,0,45,3,819,-999.0,0.71846,0.76679,0.048323,0.048323,0.63507,197
140,1,0,15,1,819,-999.0,1.3175,1.0149,-0.30255,0.30255,0.57696,181
140,1,0,15,1,819,-999.0,2.9801,2.9875,0.0073829,0.0073829,0.63243,200
140,1,0,30,2,819,-999.0,2.0508,1.7772,-0.27362,0.27362,0.6355,183
140,1,0,30,2,819,-999.0,2.8207,2.8594,0.038715,0.038715,0.61967,198
140,1,0,45,3,819,-999.0,1.2275,0.92872,-0.29878,0.29878,0.62877,181
140,1,0,45,3,819,-999.0,1.7826,2.6356,0.85305,0.85305,0.53726,146
140,1,0,15,1,819,-999.0,3.053,3.097,0.044022,0.044022,0.52266,197
140,1,0,30,2,819,-999.0,1.9519,2.0632,0.11124,0.11124,0.73945,193
140,1,0,15,1,819,-999.0,1.3257,1.3035,-0.022177,0.022177,0.57317,199
140,1,0,15,1,819,-999.0,2.0882,2.1315,0.043305,0.043305,0.57708,197
150,0,0,45,3,819,-999.0,1.3381,1.9257,0.58765,0.58765,0.51947,125
150,0,0,45,3,819,-999.0,1.5102,2.3562,0.84604,0.84604,0.40368,92
150,0,0,30,2,819,-999.0,1.9426,2.6212,0.67865,0.67865,0.41817,114
150,0,0,45,3,819,-999.0,2.8247,2.3696,-0.45511,0.45511,0.41066,142
150,0,0,30,2,819,-999.0,1.8501,2.2596,0.40945,0.40945,0.43604,148
150,0,0,15,1,819,-999.0,2.764,2.3883,-0.37578,0.37578,0.35142,152
150,0,0,45,3,819,-999.0,2.7769,1.5689,-1.208,1.208,0.89626,46
150,0,0,15,1,819,-999.0,2.0035,1.1117,-0.89182,0.89182,0.4042,86
150,0,0,30,2,819,-999.0,2.8403,2.1736,-0.66677,0.66677,0.41693,115
150,0,0,45,3,819,-999.0,0.75011,2.8009,-1.0908,1.0908,0.41934,61
150,0,0,30,2,819,-999.0,2.5716,2.4583,-0.11328,0.11328,0.51945,186
150,0,0,15,1,819,-999.0,2.7171,2.2749,-0.44216,0.44216,0.40272,144
150,0,0,30,2,819,-999.0,1.7439,2.2883,0.5444,0.5444,0.40736,131
150,0,0,15,1,819,-999.0,2.5333,2.202,-0.33134,0.33134,0.43085,158
150,0,0,15,1,819,-999.0,1.3096,1.0826,-0.22698,0.22698,0.48628,171
150,0,0,30,2,819,-999.0,1.1355,0.80308,-0.33245,0.33245,0.40908,158
150,0,0,45,3,819,-999.0,1.8876,2.5206,0.63301,0.63301,0.44657,119
150,0,0,15,1,819,-999.0,0.94858,1.1344,0.18586,0.18586,0.48024,176
150,0,0,15,1,819,-999.0,0.10117,0.26533,0.16416,0.16416,0.47036,179
150,0,0,45,3,819,-999.0,2.7556,2.3171,-0.4385,0.4385,0.47091,144
150,0,0,15,1,819,-999.0,0.12424,2.8936,-0.37225,0.37225,0.42498,153
150,0,0,30,2,819,-999.0,0.22973,2.9935,-0.3778,0.3778,0.46424,152
150,0,0,45,3,819,-999.0,1.5248,2.6656,1.1407,1.1407,0.5742,55
150,0,0,30,2,819,-999.0,0.60004,0.29066,-0.30938,0.30938,0.49801,161
150,1,0,15,1,819,-999.0,2.2954,2.4999,0.20453,0.20453,0.6371,187
150,1,0,30,2,819,-999.0,2.9283,0.71229,0.92561,0.92561,0.522,141
150,1,0,45,3,819,-999.0,2.303,1.9611,-0.34189,0.34189,0.55614,178
150,1,0,30,2,819,-999.0,0.9608,1.3106,0.34979,0.34979,0.5372,178
150,1,0,15,1,819,-999.0,0.5226,0.59547,0.072872,0.072872,0.48292,195
150,1,0,30,2,819,-999.0,2.7671,0.71707,1.0916,1.0916,0.42086,131
150,1,0,30,2,819,-999.0,0.52364,1.2457,0.72202,0.72202,0.55033,154
150,1,0,45,3,819,-999.0,0.72657,0.89384,0.16727,0.16727,0.444,189
150,1,0,15,1,819,-999.0,2.2965,2.2422,-0.054231,0.054231,0.48721,197
150,1,0,30,2,819,-999.0,2.8736,2.8083,-0.065227,0.065227,0.51053,196
150,1,0,45,3,819,-999.0,0.81558,1.0395,0.22388,0.22388,0.49037,186
150,1,0,15,1,819,-999.0,2.002,2.5708,0.56883,0.56883,0.4708,164
150,1,0,45,3,819,-999.0,2.0995,2.1665,0.066988,0.066988,0.64295,196
150,1,0,45,3,819,-999.0,2.4933,2.1183,-0.37501,0.37501,0.47408,176
150,1,0,15,1,819,-999.0,2.1297,2.4264,0.29672,0.29672,0.56513,181
150,1,0,45,3,819,-999.0,1.0925,0.77924,-0.31324,0.31324,0.64531,180
150,1,0,15,1,819,-999.0,1.6951,1.7352,0.040115,0.040115,0.4107,197
150,1,0,30,2,819,-999.0,2.9772,1.5683,-1.4089,1.4089,0.56549,110
150,1,0,30,2,819,-999.0,1.9783,2.0891,0.1108,0.1108,0.53201,193
150,1,0,15,1,819,-999.0,0.52571,0.87567,0.34996,0.34996,0.50937,178
150,1,0,45,3,819,-999.0,1.3777,1.4501,0.072436,0.072436,0.50477,195
150,1,0,15,1,819,-999.0,0.39068,0.41351,0.022831,0.022831,0.50561,199
150,1,0,45,3,819,-999.0,2.0059,1.2504,-0.75545,0.75545,0.57396,152
